,0
0,theta_store
1,15.472477424218827
2,13.919254035912981
3,16.026500412724573
4,14.90085938708355
5,14.933167079391241
6,13.093167079391241
7,15.738328369713821
8,11.563755314685359
9,13.855071841296002
10,14.593167079391241
11,15.204278190502352
12,12.77737760570703
13,15.807452793676955
14,15.505667079391241
15,12.982055968280129
16,14.509833746057907
17,12.108405172413793
18,6.53179347826087
19,12.185416666666667
20,9.922596153846154
21,10.03875
22,4.21875
23,9.24133064516129
24,2.0540441176470585
25,7.399702380952381
26,6.46875
27,10.274305555555555
28,5.660855263157894
29,11.975892857142856
30,11.125
31,3.3631944444444444
32,9.727083333333333
33,12.02555780933063
34,0.0
35,12.156862745098039
36,9.90950226244344
37,9.901176470588236
38,0.0
39,8.727134724857684
40,0.0
41,7.123249299719888
42,0.0
43,10.005228758169935
44,0.0
45,11.665546218487394
46,13.005882352941176
47,0.0
48,9.490196078431373
49,12.225390098246967
50,0.0
51,12.50093109869646
52,9.210141813493768
53,9.202234636871509
54,0.0
55,9.601189403496125
56,0.0
57,0.0
58,0.0
59,9.301055245189323
60,0.0
61,11.732641660015963
62,13.156424581005586
63,0.0
64,8.81191806331471
65,11.707726350728379
66,0.0
67,13.853832442067736
68,8.746606334841628
69,10.525133689839572
70,0.0
71,11.078143867517682
72,0.0
73,0.0
74,0.0
75,10.325609031491384
76,0.0
77,12.904507257448435
78,13.540106951871659
79,0.0
80,0.0
81,12.888375399928902
82,0.0
83,13.79209621993127
84,0.0
85,10.717525773195876
86,0.0
87,10.456767542401064
88,0.0
89,0.0
90,0.0
91,10.648911798396334
92,0.0
93,12.227540500736378
94,12.262886597938145
95,0.0
96,0.0
97,12.529078744209984
98,0.0
99,14.918739635157545
100,0.0
101,11.881592039800994
102,0.0
103,11.38115872251645
104,0.0
105,0.0
106,0.0
107,11.616362631288004
108,0.0
109,13.164889836531628
110,13.253731343283581
111,0.0
112,0.0
113,12.658670664667666
114,0.0
115,14.090177133655393
116,0.0
117,11.044444444444444
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,10.245840042941492
124,0.0
125,12.300207039337476
126,14.879227053140097
127,0.0
128,0.0
129,14.30495178950809
130,0.0
131,13.860979462875196
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,12.114421123899797
142,12.881516587677725
143,0.0
144,0.0
145,13.536487570168404
146,0.0
147,14.551937984496123
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,13.061129568106313
158,13.609302325581396
159,0.0
160,0.0
161,13.449063139663046
162,0.0
163,13.496194824961947
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,12.982387475538161
174,13.520547945205479
175,0.0
176,0.0
177,13.62934900262873
178,0.0
