,0,1,2,3,4,5
0,2.0,10.0,17.0,1.0,1.0,0.0
1,4.0,10.0,17.0,1.0,1.0,0.0
2,6.0,10.0,18.0,1.0,1.0,0.0
3,9.0,10.0,17.0,1.0,1.0,0.0
4,10.0,10.0,17.0,1.0,1.0,0.0
5,11.0,10.0,16.0,1.0,1.0,0.0
6,13.0,10.0,19.0,1.0,1.0,0.0
7,20.0,10.0,17.0,1.0,1.0,0.0
8,24.0,10.0,16.0,1.0,1.0,0.0
9,32.0,10.0,17.0,1.0,1.0,0.0
10,37.0,10.0,18.0,1.0,1.0,0.0
11,39.0,10.0,17.0,1.0,1.0,0.0
12,42.0,10.0,17.0,1.0,1.0,0.0
13,46.0,10.0,16.0,1.0,1.0,0.0
14,52.0,10.0,16.0,1.0,1.0,0.0
15,64.0,10.0,18.0,1.0,1.0,0.0
16,66.0,10.0,17.0,1.0,1.0,0.0
17,69.0,10.0,17.0,1.0,1.0,0.0
18,72.0,10.0,19.0,1.0,1.0,0.0
19,74.0,10.0,17.0,1.0,1.0,0.0
20,75.0,10.0,16.0,1.0,1.0,0.0
21,76.0,10.0,17.0,1.0,1.0,0.0
22,79.0,10.0,18.0,1.0,1.0,0.0
23,85.0,10.0,17.0,1.0,1.0,0.0
24,87.0,10.0,18.0,1.0,1.0,0.0
25,88.0,10.0,16.0,1.0,1.0,0.0
26,89.0,10.0,17.0,1.0,1.0,0.0
27,91.0,10.0,17.0,1.0,1.0,0.0
28,92.0,10.0,17.0,1.0,1.0,0.0
29,96.0,10.0,17.0,1.0,1.0,0.0
30,98.0,10.0,17.0,1.0,1.0,0.0
31,100.0,10.0,17.0,1.0,1.0,0.0
32,107.0,10.0,18.0,1.0,1.0,0.0
33,110.0,10.0,18.0,1.0,1.0,0.0
34,111.0,10.0,16.0,1.0,1.0,0.0
35,113.0,10.0,17.0,1.0,1.0,0.0
36,116.0,10.0,17.0,1.0,1.0,0.0
37,117.0,10.0,18.0,1.0,1.0,0.0
38,131.0,10.0,18.0,1.0,1.0,0.0
39,137.0,10.0,18.0,1.0,1.0,0.0
40,140.0,10.0,17.0,1.0,1.0,0.0
41,141.0,10.0,18.0,1.0,1.0,0.0
42,144.0,10.0,17.0,1.0,1.0,0.0
43,145.0,10.0,18.0,1.0,1.0,0.0
44,146.0,10.0,18.0,1.0,1.0,0.0
45,153.0,10.0,17.0,1.0,1.0,0.0
46,156.0,10.0,17.0,1.0,1.0,0.0
47,163.0,10.0,18.0,1.0,1.0,0.0
48,165.0,10.0,17.0,1.0,1.0,0.0
49,166.0,10.0,17.0,1.0,1.0,0.0
50,170.0,10.0,17.0,1.0,1.0,0.0
51,174.0,10.0,17.0,1.0,1.0,0.0
52,178.0,10.0,17.0,1.0,1.0,0.0
53,186.0,10.0,17.0,1.0,1.0,0.0
54,199.0,10.0,17.0,1.0,1.0,0.0
55,202.0,10.0,18.0,1.0,1.0,0.0
56,203.0,10.0,17.0,1.0,1.0,0.0
57,206.0,10.0,17.0,1.0,1.0,0.0
58,207.0,10.0,17.0,1.0,1.0,0.0
59,214.0,10.0,17.0,1.0,1.0,0.0
60,215.0,10.0,17.0,1.0,1.0,0.0
61,216.0,10.0,17.0,1.0,1.0,0.0
62,220.0,10.0,17.0,1.0,1.0,0.0
63,222.0,10.0,18.0,1.0,1.0,0.0
64,224.0,10.0,19.0,1.0,1.0,0.0
65,226.0,10.0,17.0,1.0,1.0,0.0
66,239.0,10.0,17.0,1.0,1.0,0.0
67,240.0,10.0,16.0,1.0,1.0,0.0
68,241.0,10.0,17.0,1.0,1.0,0.0
69,243.0,10.0,17.0,1.0,1.0,0.0
70,244.0,10.0,17.0,1.0,1.0,0.0
71,247.0,10.0,17.0,1.0,1.0,0.0
72,248.0,10.0,17.0,1.0,1.0,0.0
73,253.0,10.0,17.0,1.0,1.0,0.0
74,257.0,10.0,17.0,1.0,1.0,0.0
75,270.0,10.0,16.0,1.0,1.0,0.0
76,275.0,10.0,17.0,1.0,1.0,0.0
77,279.0,10.0,17.0,1.0,1.0,0.0
78,285.0,10.0,17.0,1.0,1.0,0.0
79,286.0,10.0,17.0,1.0,1.0,0.0
80,289.0,10.0,17.0,1.0,1.0,0.0
81,290.0,10.0,16.0,1.0,1.0,0.0
82,292.0,10.0,17.0,1.0,1.0,0.0
83,296.0,10.0,16.0,1.0,1.0,0.0
84,298.0,10.0,18.0,1.0,1.0,0.0
85,307.0,10.0,17.0,1.0,1.0,0.0
86,309.0,10.0,17.0,1.0,1.0,0.0
87,316.0,10.0,17.0,1.0,1.0,0.0
88,322.0,10.0,18.0,1.0,1.0,0.0
89,326.0,10.0,16.0,1.0,1.0,0.0
90,328.0,10.0,16.0,1.0,1.0,0.0
91,330.0,10.0,18.0,1.0,1.0,0.0
92,331.0,10.0,17.0,1.0,1.0,0.0
93,333.0,10.0,17.0,1.0,1.0,0.0
94,334.0,10.0,16.0,1.0,1.0,0.0
95,337.0,10.0,15.0,1.0,1.0,0.0
96,338.0,10.0,19.0,1.0,1.0,0.0
97,339.0,10.0,16.0,1.0,1.0,0.0
98,341.0,10.0,17.0,1.0,1.0,0.0
99,345.0,10.0,16.0,1.0,1.0,0.0
100,353.0,14.0,12.0,0.0,0.31,1.0
101,374.0,14.0,13.0,0.0,0.31,1.0
102,387.0,14.0,13.0,0.0,0.31,1.0
103,402.0,14.0,13.0,0.0,0.31,1.0
104,434.0,14.0,14.0,0.0,0.31,1.0
105,446.0,14.0,14.0,0.0,0.31,1.0
106,461.0,14.0,14.0,0.0,0.31,1.0
107,462.0,14.0,13.0,0.0,0.31,1.0
108,466.0,14.0,14.0,0.0,0.31,1.0
109,470.0,14.0,13.0,0.0,0.31,1.0
110,491.0,14.0,13.0,0.0,0.31,1.0
111,500.0,14.0,15.0,0.0,0.31,1.0
112,504.0,14.0,12.0,0.0,0.31,1.0
113,515.0,14.0,13.0,0.0,0.31,1.0
114,519.0,14.0,12.0,0.0,0.31,1.0
115,522.0,14.0,13.0,0.0,0.31,1.0
116,528.0,14.0,14.0,0.0,0.31,1.0
117,540.0,14.0,12.0,0.0,0.31,1.0
118,542.0,14.0,13.0,0.0,0.31,1.0
119,554.0,14.0,12.0,0.0,0.31,1.0
120,559.0,14.0,13.0,0.0,0.31,1.0
121,564.0,14.0,11.0,0.0,0.31,1.0
122,576.0,14.0,12.0,0.0,0.31,1.0
123,580.0,14.0,14.0,0.0,0.31,1.0
124,597.0,14.0,13.0,0.0,0.31,1.0
125,599.0,14.0,13.0,0.0,0.31,1.0
126,606.0,14.0,13.0,0.0,0.31,1.0
127,610.0,14.0,14.0,0.0,0.31,1.0
128,626.0,14.0,13.0,0.0,0.31,1.0
129,631.0,14.0,13.0,0.0,0.31,1.0
130,653.0,14.0,13.0,0.0,0.31,1.0
131,662.0,14.0,12.0,0.0,0.31,1.0
132,667.0,14.0,13.0,0.0,0.31,1.0
133,673.0,14.0,14.0,0.0,0.31,1.0
134,676.0,14.0,14.0,0.0,0.31,1.0
135,678.0,14.0,14.0,0.0,0.31,1.0
136,680.0,14.0,13.0,0.0,0.31,1.0
137,684.0,14.0,12.0,0.0,0.31,1.0
138,686.0,14.0,13.0,0.0,0.31,1.0
139,702.0,14.0,12.0,0.0,0.31,1.0
140,707.0,14.0,12.0,0.0,0.31,1.0
141,712.0,14.0,13.0,0.0,0.31,1.0
142,723.0,14.0,14.0,0.0,0.31,1.0
143,729.0,14.0,14.0,0.0,0.31,1.0
144,753.0,14.0,13.0,0.0,0.31,1.0
145,759.0,14.0,14.0,0.0,0.31,1.0
146,760.0,14.0,13.0,0.0,0.31,1.0
147,795.0,14.0,13.0,0.0,0.31,1.0
148,803.0,14.0,13.0,0.0,0.31,1.0
149,807.0,14.0,12.0,0.0,0.31,1.0
150,811.0,14.0,14.0,0.0,0.31,1.0
151,859.0,14.0,13.0,0.0,0.31,1.0
152,872.0,14.0,13.0,0.0,0.31,1.0
153,899.0,14.0,13.0,0.0,0.31,1.0
154,902.0,14.0,14.0,0.0,0.31,1.0
155,903.0,14.0,13.0,0.0,0.31,1.0
156,905.0,14.0,14.0,0.0,0.31,1.0
157,906.0,14.0,13.0,0.0,0.31,1.0
158,910.0,14.0,13.0,0.0,0.31,1.0
159,919.0,14.0,12.0,0.0,0.31,1.0
160,929.0,14.0,12.0,0.0,0.31,1.0
161,930.0,14.0,13.0,0.0,0.31,1.0
162,943.0,14.0,14.0,0.0,0.31,1.0
163,968.0,14.0,13.0,0.0,0.31,1.0
164,990.0,14.0,12.0,0.0,0.31,1.0
165,994.0,14.0,13.0,0.0,0.31,1.0
166,1003.0,14.0,13.0,0.0,0.31,1.0
167,1004.0,14.0,13.0,0.0,0.31,1.0
168,1012.0,14.0,14.0,0.0,0.31,1.0
169,1014.0,14.0,13.0,0.0,0.31,1.0
170,1025.0,14.0,14.0,0.0,0.31,1.0
171,1027.0,14.0,13.0,0.0,0.31,1.0
172,1029.0,14.0,13.0,0.0,0.31,1.0
173,1031.0,14.0,13.0,0.0,0.31,1.0
