,0
0,theta_store
1,15.0
2,15.0
3,15.0
4,15.0
5,15.0
6,15.0
7,15.0
8,15.0
9,15.0
10,15.0
11,15.0
12,15.0
13,15.0
14,15.0
15,15.0
16,15.0
17,15.0
18,15.0
19,15.0
20,15.0
21,15.0
22,15.0
23,15.0
24,15.0
25,15.0
26,15.0
27,15.0
28,15.0
29,15.0
30,15.0
31,15.0
32,15.0
33,15.0
34,15.0
35,15.0
36,15.0
37,15.0
38,15.0
39,15.0
40,15.0
41,15.0
42,15.0
43,15.0
44,15.0
45,15.0
46,15.0
47,15.0
48,15.0
49,15.0
50,15.0
51,16.0
52,16.0
53,16.0
54,16.0
55,16.0
56,16.0
57,16.0
58,16.0
59,16.0
60,16.0
61,16.0
62,16.0
63,16.0
64,16.0
65,16.0
66,16.0
67,16.0
68,16.0
69,16.0
70,16.0
71,16.0
72,16.0
73,16.0
74,16.0
75,16.0
76,16.0
77,16.0
78,16.0
79,16.0
80,16.0
81,16.0
82,16.0
83,16.0
84,16.0
85,16.0
86,16.0
87,16.0
88,16.0
89,16.0
90,16.0
91,16.0
92,16.0
93,16.0
94,16.0
95,16.0
96,16.0
97,16.0
98,16.0
99,16.0
100,16.0
101,16.333333333333332
102,16.333333333333332
103,16.333333333333332
104,16.333333333333332
105,16.333333333333332
106,16.333333333333332
107,16.333333333333332
108,16.333333333333332
109,16.333333333333332
110,16.333333333333332
111,16.333333333333332
112,16.333333333333332
113,16.333333333333332
114,16.333333333333332
115,16.333333333333332
116,16.333333333333332
117,16.333333333333332
118,16.333333333333332
119,16.333333333333332
120,16.333333333333332
121,16.333333333333332
122,16.333333333333332
123,16.333333333333332
124,16.333333333333332
125,16.333333333333332
126,16.333333333333332
127,16.333333333333332
128,16.333333333333332
129,16.333333333333332
130,16.333333333333332
131,16.333333333333332
132,16.333333333333332
133,16.333333333333332
134,16.333333333333332
135,16.333333333333332
136,16.333333333333332
137,16.333333333333332
138,16.333333333333332
139,16.333333333333332
140,16.333333333333332
141,16.333333333333332
142,16.333333333333332
143,16.333333333333332
144,16.333333333333332
145,16.333333333333332
146,16.333333333333332
147,16.333333333333332
148,16.333333333333332
149,16.333333333333332
150,16.333333333333332
151,16.5
152,16.5
153,16.5
154,16.5
155,16.5
156,16.5
157,16.5
158,16.5
159,16.5
160,16.5
161,16.5
162,16.5
163,16.5
164,16.5
165,16.5
166,16.5
167,16.5
168,16.5
169,16.5
170,16.5
171,16.5
172,16.5
173,16.5
174,16.5
175,16.5
176,16.5
177,16.5
178,16.5
179,16.5
180,16.5
181,16.5
182,16.5
183,16.5
184,16.5
185,16.5
186,16.5
187,16.5
188,16.5
189,16.5
190,16.5
191,16.5
192,16.5
193,16.5
194,16.5
195,16.5
196,16.5
197,16.5
198,16.5
199,16.5
200,16.5
201,16.6
202,16.6
203,16.6
204,16.6
205,16.6
206,16.6
207,16.6
208,16.6
209,16.6
210,16.6
211,16.6
212,16.6
213,16.6
214,16.6
215,16.6
216,16.6
217,16.6
218,16.6
219,16.6
220,16.6
221,16.6
222,16.6
223,16.6
224,16.6
225,16.6
226,16.6
227,16.6
228,16.6
229,16.6
230,16.6
231,16.6
232,16.6
233,16.6
234,16.6
235,16.6
236,16.6
237,16.6
238,16.6
239,16.6
240,16.6
241,16.6
242,16.6
243,16.6
244,16.6
245,16.6
246,16.6
247,16.6
248,16.6
249,16.6
250,16.6
251,16.5
252,16.5
253,16.5
254,16.5
255,16.5
256,16.5
257,16.5
258,16.5
259,16.5
260,16.5
261,16.5
262,16.5
263,16.5
264,16.5
265,16.5
266,16.5
267,16.5
268,16.5
269,16.5
270,16.5
271,16.5
272,16.5
273,16.5
274,16.5
275,16.5
276,16.5
277,16.5
278,16.5
279,16.5
280,16.5
281,16.5
282,16.5
283,16.5
284,16.5
285,16.5
286,16.5
287,16.5
288,16.5
289,16.5
290,16.5
291,16.5
292,16.5
293,16.5
294,16.5
295,16.5
296,16.5
297,16.5
298,16.5
299,16.5
300,16.5
301,16.571428571428573
302,16.571428571428573
303,16.571428571428573
304,16.571428571428573
305,16.571428571428573
306,16.571428571428573
307,16.571428571428573
308,16.571428571428573
309,16.571428571428573
310,16.571428571428573
311,16.571428571428573
312,16.571428571428573
313,16.571428571428573
314,16.571428571428573
315,16.571428571428573
316,16.571428571428573
317,16.571428571428573
318,16.571428571428573
319,16.571428571428573
320,16.571428571428573
321,16.571428571428573
322,16.571428571428573
323,16.571428571428573
324,16.571428571428573
325,16.571428571428573
326,16.571428571428573
327,16.571428571428573
328,16.571428571428573
329,16.571428571428573
330,16.571428571428573
331,16.571428571428573
332,16.571428571428573
333,16.571428571428573
334,16.571428571428573
335,16.571428571428573
336,16.571428571428573
337,16.571428571428573
338,16.571428571428573
339,16.571428571428573
340,16.571428571428573
341,16.571428571428573
342,16.571428571428573
343,16.571428571428573
344,16.571428571428573
345,16.571428571428573
346,16.571428571428573
347,16.571428571428573
348,16.571428571428573
349,16.571428571428573
350,16.571428571428573
351,16.625
352,16.625
353,16.625
354,16.625
355,16.625
356,16.625
357,16.625
358,16.625
359,16.625
360,16.625
361,16.625
362,16.625
363,16.625
364,16.625
365,16.625
366,16.625
367,16.625
368,16.625
369,16.625
370,16.625
371,16.625
372,16.625
373,16.625
374,16.625
375,16.625
376,16.625
377,16.625
378,16.625
379,16.625
380,16.625
381,16.625
382,16.625
383,16.625
384,16.625
385,16.625
386,16.625
387,16.625
388,16.625
389,16.625
390,16.625
391,16.625
392,16.625
393,16.625
394,16.625
395,16.625
396,16.625
397,16.625
398,16.625
399,16.625
400,16.625
401,16.666666666666668
402,16.666666666666668
403,16.666666666666668
404,16.666666666666668
405,16.666666666666668
406,16.666666666666668
407,16.666666666666668
408,16.666666666666668
409,16.666666666666668
410,16.666666666666668
411,16.666666666666668
412,16.666666666666668
413,16.666666666666668
414,16.666666666666668
415,16.666666666666668
416,16.666666666666668
417,16.666666666666668
418,16.666666666666668
419,16.666666666666668
420,16.666666666666668
421,16.666666666666668
422,16.666666666666668
423,16.666666666666668
424,16.666666666666668
425,16.666666666666668
426,16.666666666666668
427,16.666666666666668
428,16.666666666666668
429,16.666666666666668
430,16.666666666666668
431,16.666666666666668
432,16.666666666666668
433,16.666666666666668
434,16.666666666666668
435,16.666666666666668
436,16.666666666666668
437,16.666666666666668
438,16.666666666666668
439,16.666666666666668
440,16.666666666666668
441,16.666666666666668
442,16.666666666666668
443,16.666666666666668
444,16.666666666666668
445,16.666666666666668
446,16.666666666666668
447,16.666666666666668
448,16.666666666666668
449,16.666666666666668
450,16.666666666666668
451,16.7
452,16.7
453,16.7
454,16.7
455,16.7
456,16.7
457,16.7
458,16.7
459,16.7
460,16.7
461,16.7
462,16.7
463,16.7
464,16.7
465,16.7
466,16.7
467,16.7
468,16.7
469,16.7
470,16.7
471,16.7
472,16.7
473,16.7
474,16.7
475,16.7
476,16.7
477,16.7
478,16.7
479,16.7
480,16.7
481,16.7
482,16.7
483,16.7
484,16.7
485,16.7
486,16.7
487,16.7
488,16.7
489,16.7
490,16.7
491,16.7
492,16.7
493,16.7
494,16.7
495,16.7
496,16.7
497,16.7
498,16.7
499,16.7
500,16.7
501,16.727272727272727
502,16.727272727272727
503,16.727272727272727
504,16.727272727272727
505,16.727272727272727
506,16.727272727272727
507,16.727272727272727
508,16.727272727272727
509,16.727272727272727
510,16.727272727272727
511,16.727272727272727
512,16.727272727272727
513,16.727272727272727
514,16.727272727272727
515,16.727272727272727
516,16.727272727272727
517,16.727272727272727
518,16.727272727272727
519,16.727272727272727
520,16.727272727272727
521,16.727272727272727
522,16.727272727272727
523,16.727272727272727
524,16.727272727272727
525,16.727272727272727
526,16.727272727272727
527,16.727272727272727
528,16.727272727272727
529,16.727272727272727
530,16.727272727272727
531,16.727272727272727
532,16.727272727272727
533,16.727272727272727
534,16.727272727272727
535,16.727272727272727
536,16.727272727272727
537,16.727272727272727
538,16.727272727272727
539,16.727272727272727
540,16.727272727272727
541,16.727272727272727
542,16.727272727272727
543,16.727272727272727
544,16.727272727272727
545,16.727272727272727
546,16.727272727272727
547,16.727272727272727
548,16.727272727272727
549,16.727272727272727
550,16.727272727272727
551,16.75
552,16.75
553,16.75
554,16.75
555,16.75
556,16.75
557,16.75
558,16.75
559,16.75
560,16.75
561,16.75
562,16.75
563,16.75
564,16.75
565,16.75
566,16.75
567,16.75
568,16.75
569,16.75
570,16.75
571,16.75
572,16.75
573,16.75
574,16.75
575,16.75
576,16.75
577,16.75
578,16.75
579,16.75
580,16.75
581,16.75
582,16.75
583,16.75
584,16.75
585,16.75
586,16.75
587,16.75
588,16.75
589,16.75
590,16.75
591,16.75
592,16.75
593,16.75
594,16.75
595,16.75
596,16.75
597,16.75
598,16.75
599,16.75
600,16.75
601,16.76923076923077
602,16.76923076923077
603,16.76923076923077
604,16.76923076923077
605,16.76923076923077
606,16.76923076923077
607,16.76923076923077
608,16.76923076923077
609,16.76923076923077
610,16.76923076923077
611,16.76923076923077
612,16.76923076923077
613,16.76923076923077
614,16.76923076923077
615,16.76923076923077
616,16.76923076923077
617,16.76923076923077
618,16.76923076923077
619,16.76923076923077
620,16.76923076923077
621,16.76923076923077
622,16.76923076923077
623,16.76923076923077
624,16.76923076923077
625,16.76923076923077
626,16.76923076923077
627,16.76923076923077
628,16.76923076923077
629,16.76923076923077
630,16.76923076923077
631,16.76923076923077
632,16.76923076923077
633,16.76923076923077
634,16.76923076923077
635,16.76923076923077
636,16.76923076923077
637,16.76923076923077
638,16.76923076923077
639,16.76923076923077
640,16.76923076923077
641,16.76923076923077
642,16.76923076923077
643,16.76923076923077
644,16.76923076923077
645,16.76923076923077
646,16.76923076923077
647,16.76923076923077
648,16.76923076923077
649,16.76923076923077
650,16.76923076923077
651,16.785714285714285
652,16.785714285714285
653,16.785714285714285
654,16.785714285714285
655,16.785714285714285
656,16.785714285714285
657,16.785714285714285
658,16.785714285714285
659,16.785714285714285
660,16.785714285714285
661,16.785714285714285
662,16.785714285714285
663,16.785714285714285
664,16.785714285714285
665,16.785714285714285
666,16.785714285714285
667,16.785714285714285
668,16.785714285714285
669,16.785714285714285
670,16.785714285714285
671,16.785714285714285
672,16.785714285714285
673,16.785714285714285
674,16.785714285714285
675,16.785714285714285
676,16.785714285714285
677,16.785714285714285
678,16.785714285714285
679,16.785714285714285
680,16.785714285714285
681,16.785714285714285
682,16.785714285714285
683,16.785714285714285
684,16.785714285714285
685,16.785714285714285
686,16.785714285714285
687,16.785714285714285
688,16.785714285714285
689,16.785714285714285
690,16.785714285714285
691,16.785714285714285
692,16.785714285714285
693,16.785714285714285
694,16.785714285714285
695,16.785714285714285
696,16.785714285714285
697,16.785714285714285
698,16.785714285714285
699,16.785714285714285
700,16.785714285714285
701,16.8
702,16.8
703,16.8
704,16.8
705,16.8
706,16.8
707,16.8
708,16.8
709,16.8
710,16.8
711,16.8
712,16.8
713,16.8
714,16.8
715,16.8
716,16.8
717,16.8
718,16.8
719,16.8
720,16.8
721,16.8
722,16.8
723,16.8
724,16.8
725,16.8
726,16.8
727,16.8
728,16.8
729,16.8
730,16.8
731,16.8
732,16.8
733,16.8
734,16.8
735,16.8
736,16.8
737,16.8
738,16.8
739,16.8
740,16.8
741,16.8
742,16.8
743,16.8
744,16.8
745,16.8
746,16.8
747,16.8
748,16.8
749,16.8
750,16.8
751,16.8125
752,16.8125
753,16.8125
754,16.8125
755,16.8125
756,16.8125
757,16.8125
758,16.8125
759,16.8125
760,16.8125
761,16.8125
762,16.8125
763,16.8125
764,16.8125
765,16.8125
766,16.8125
767,16.8125
768,16.8125
769,16.8125
770,16.8125
771,16.8125
772,16.8125
773,16.8125
774,16.8125
775,16.8125
776,16.8125
777,16.8125
778,16.8125
779,16.8125
780,16.8125
781,16.8125
782,16.8125
783,16.8125
784,16.8125
785,16.8125
786,16.8125
787,16.8125
788,16.8125
789,16.8125
790,16.8125
791,16.8125
792,16.8125
793,16.8125
794,16.8125
795,16.8125
796,16.8125
797,16.8125
798,16.8125
799,16.8125
800,16.8125
801,16.823529411764707
802,16.823529411764707
803,16.823529411764707
804,16.823529411764707
805,16.823529411764707
806,16.823529411764707
807,16.823529411764707
808,16.823529411764707
809,16.823529411764707
810,16.823529411764707
811,16.823529411764707
812,16.823529411764707
813,16.823529411764707
814,16.823529411764707
815,16.823529411764707
816,16.823529411764707
817,16.823529411764707
818,16.823529411764707
819,16.823529411764707
820,16.823529411764707
821,16.823529411764707
822,16.823529411764707
823,16.823529411764707
824,16.823529411764707
825,16.823529411764707
826,16.823529411764707
827,16.823529411764707
828,16.823529411764707
829,16.823529411764707
830,16.823529411764707
831,16.823529411764707
832,16.823529411764707
833,16.823529411764707
834,16.823529411764707
835,16.823529411764707
836,16.823529411764707
837,16.823529411764707
838,16.823529411764707
839,16.823529411764707
840,16.823529411764707
841,16.823529411764707
842,16.823529411764707
843,16.823529411764707
844,16.823529411764707
845,16.823529411764707
846,16.823529411764707
847,16.823529411764707
848,16.823529411764707
849,16.823529411764707
850,16.823529411764707
851,16.833333333333332
852,16.833333333333332
853,16.833333333333332
854,16.833333333333332
855,16.833333333333332
856,16.833333333333332
857,16.833333333333332
858,16.833333333333332
859,16.833333333333332
860,16.833333333333332
