,0
0,sample_theta_store
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,16.72
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,7.631067961165049
28,0.0
29,0.0
30,0.0
31,42.749765111180736
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,35.37393162393163
41,0.0
42,0.0
43,5.3519572143832495
44,0.0
45,0.0
46,0.0
47,27.873242349048816
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,32.874938129021636
55,0.0
56,26.164274322169067
57,0.0
58,0.0
59,3.851221652841086
60,0.0
61,0.0
62,0.0
63,20.565673715079498
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,26.646485917346688
71,0.0
72,20.6615776081425
73,0.0
74,6.941112322791715
75,3.1876452037482577
76,0.0
77,0.0
78,0.0
79,16.195518345235172
80,0.0
81,0.0
82,0.0
83,0.0
84,22.774250440917104
85,0.0
86,21.988505747126453
87,0.0
88,17.010582010582016
89,0.0
90,5.5986394557823145
91,2.811451820721347
92,0.0
93,0.0
94,0.0
95,13.29595494111624
96,0.0
97,0.0
98,0.0
99,0.0
100,19.35839371980676
101,11.508152173913048
102,18.68581334332835
103,0.0
104,14.424818840579713
105,0.0
106,4.656444099378883
107,2.27067207480224
108,0.0
109,0.0
110,0.0
111,11.24517882187939
112,0.0
113,3.9049881235154396
114,0.0
115,0.0
116,16.79070994985484
117,9.928741092636583
118,16.202801212220503
119,0.0
120,12.47822644497229
121,0.0
122,3.939599592806245
123,2.102063115141756
124,0.0
125,0.0
126,0.0
127,9.698873649528778
128,0.0
129,3.3628691983122363
130,0.0
131,0.0
132,14.807782466010313
133,8.713080168776374
134,14.285610359377284
135,0.0
136,10.977496483825599
137,0.0
138,3.3936106088004836
139,1.8073477999767191
140,0.0
141,0.0
142,9.170182841068916
143,8.50891520348442
144,0.0
145,2.920303605313093
146,0.0
147,0.0
148,13.214210415348933
149,7.732447817836814
150,12.744552771052813
151,13.078541374474073
152,9.769133459835547
153,0.0
154,2.9479533748983475
155,1.6740969885523436
156,0.0
157,0.0
158,8.333333333333332
159,7.54881557201445
160,0.0
161,2.5586206896551724
162,0.0
163,0.0
164,11.911877394636013
165,6.931034482758624
166,11.485136741973848
167,11.788605697151441
168,8.7816091954023
169,5.332288401253917
170,2.583743842364533
171,1.602984792887889
172,0.0
173,0.0
174,7.4770114942528725
175,6.764182424916578
176,0.0
177,2.265402843601896
178,0.0
179,0.0
180,10.835527470598558
181,6.271721958925753
182,10.444517077953922
183,10.72257710007557
184,7.967351237493419
185,4.806836133850351
186,2.2884224779959386
187,1.3897806949051748
188,0.0
189,13.267885353193403
190,6.771985255397577
191,6.118840136574432
192,0.0
193,2.010204081632653
194,0.0
195,0.0
196,9.918205377389048
197,5.7069970845481075
198,9.557404242485179
199,9.813981493218419
200,7.271622934888242
201,4.355287569573283
202,2.0314452311536866
203,1.348475161452501
204,0.0
205,12.162640566430648
206,6.168610301263362
207,5.565926831562122
208,12.791545189504372
209,1.7983761840324763
210,0.0
211,0.0
212,9.139227183882122
213,5.23004059539919
214,8.804302179086378
215,9.042478084367843
216,6.682453766350926
217,3.9752737114036156
218,1.818093949352407
219,1.2111690943929847
220,4.517840609643192
221,11.222694761260383
222,5.658547586829047
223,5.099087694792444
224,11.806495263870096
225,1.6085858585858586
226,0.0
227,3.2673961840628514
228,8.458193041526375
229,4.810606060606063
230,8.145680947405092
231,8.3679183135705
232,6.165824915824917
233,3.6398071625344346
234,1.6269841269841276
235,1.1651584133805821
236,4.252392344497611
237,10.402236652236647
238,5.210437710437709
239,4.688416422287394
240,10.946969696969697
