,0,1,2,3
0,19139.0,3.0,16.0,16.0
1,19142.0,3.0,14.0,16.0
2,19145.0,3.0,14.0,16.0
3,19150.0,3.0,14.0,16.0
4,19151.0,3.0,15.0,16.0
5,19153.0,5.0,14.0,16.0
6,19154.0,5.0,12.0,16.0
7,19155.0,5.0,15.0,16.0
8,19157.0,5.0,14.0,16.0
9,19159.0,5.0,14.0,16.0
10,19160.0,15.0,10.0,16.0
11,19164.0,15.0,8.0,16.0
12,19172.0,15.0,10.0,16.0
13,19179.0,15.0,8.0,16.0
14,19185.0,15.0,9.0,16.0
15,19187.0,7.0,15.0,16.0
16,19191.0,7.0,15.0,16.0
17,19202.0,7.0,15.0,16.0
18,19203.0,7.0,15.0,16.0
19,19206.0,7.0,15.0,16.0
20,19211.0,6.0,13.0,16.0
21,19212.0,6.0,11.0,16.0
22,19215.0,6.0,12.0,16.0
23,19219.0,6.0,12.0,16.0
24,19224.0,6.0,13.0,16.0
25,19226.0,12.0,11.0,16.0
26,19236.0,12.0,10.0,16.0
27,19240.0,12.0,11.0,16.0
28,19242.0,12.0,11.0,16.0
29,19243.0,12.0,10.0,16.0
30,19245.0,10.0,18.0,16.0
31,19248.0,10.0,16.0,16.0
32,19252.0,10.0,17.0,16.0
33,19259.0,10.0,16.0,16.0
34,19265.0,10.0,17.0,16.0
35,19267.0,14.0,17.0,16.0
36,19270.0,14.0,18.0,16.0
37,19271.0,14.0,19.0,16.0
38,19272.0,14.0,19.0,16.0
39,19273.0,14.0,19.0,16.0
40,19275.0,4.0,14.0,16.0
41,19276.0,4.0,15.0,16.0
42,19277.0,4.0,14.0,16.0
43,19279.0,4.0,13.0,16.0
44,19282.0,4.0,14.0,16.0
45,19283.0,13.0,12.0,16.0
46,19284.0,13.0,12.0,16.0
47,19285.0,13.0,13.0,16.0
48,19286.0,13.0,14.0,16.0
49,19290.0,13.0,12.0,16.0
50,19291.0,1.0,6.0,16.0
51,19294.0,1.0,6.0,16.0
52,19297.0,1.0,7.0,16.0
53,19298.0,1.0,6.0,16.0
54,19300.0,1.0,6.0,16.0
55,19303.0,8.0,10.0,16.0
56,19305.0,8.0,13.0,16.0
57,19306.0,8.0,11.0,16.0
58,19308.0,8.0,12.0,16.0
59,19309.0,8.0,13.0,16.0
60,19312.0,11.0,7.0,16.0
61,19314.0,11.0,7.0,16.0
62,19321.0,11.0,6.0,16.0
63,19325.0,11.0,7.0,16.0
64,19327.0,11.0,6.0,16.0
65,19328.0,9.0,12.0,16.0
66,19329.0,9.0,14.0,16.0
67,19331.0,9.0,13.0,16.0
68,19332.0,9.0,13.0,16.0
69,19334.0,9.0,15.0,16.0
70,19335.0,2.0,9.0,16.0
71,19340.0,2.0,9.0,16.0
72,19342.0,2.0,9.0,16.0
73,19343.0,2.0,8.0,16.0
74,19344.0,2.0,10.0,16.0
75,19345.0,0.0,17.0,16.0
76,19348.0,0.0,17.0,16.0
77,19353.0,0.0,16.0,16.0
78,19358.0,0.0,17.0,16.0
79,19361.0,0.0,17.0,16.0
80,19366.0,3.0,15.0,16.0
81,19369.0,5.0,15.0,16.0
82,19373.0,15.0,10.0,16.0
83,19381.0,7.0,15.0,16.0
84,19384.0,6.0,12.0,16.0
85,19388.0,12.0,10.0,16.0
86,19395.0,10.0,19.0,16.0
87,19396.0,14.0,17.0,16.0
88,19407.0,4.0,14.0,16.0
89,19414.0,13.0,12.0,16.0
90,19418.0,1.0,6.0,16.0
91,19420.0,8.0,12.0,16.0
92,19421.0,11.0,6.0,16.0
93,19426.0,9.0,13.0,16.0
94,19437.0,2.0,9.0,16.0
95,19438.0,0.0,17.0,16.0
96,19449.0,3.0,15.0,16.0
97,19454.0,5.0,15.0,16.0
98,19460.0,15.0,8.0,16.0
99,19467.0,7.0,15.0,16.0
100,19468.0,6.0,11.0,16.0
101,19470.0,12.0,12.0,16.0
102,19472.0,10.0,17.0,16.0
103,19479.0,14.0,19.0,16.0
104,19481.0,4.0,15.0,16.0
105,19485.0,13.0,13.0,16.0
106,19487.0,1.0,6.0,16.0
107,19490.0,8.0,12.0,16.0
108,19492.0,11.0,9.0,16.0
109,19493.0,9.0,14.0,16.0
110,19494.0,2.0,9.0,16.0
111,19496.0,0.0,17.0,16.0
112,19499.0,3.0,16.0,16.0
113,19501.0,5.0,13.0,16.0
114,19502.0,15.0,9.0,16.0
115,19504.0,7.0,16.0,16.0
116,19507.0,6.0,14.0,16.0
117,19511.0,12.0,11.0,16.0
118,19516.0,10.0,17.0,16.0
119,19519.0,14.0,19.0,16.0
120,19524.0,4.0,12.0,16.0
121,19525.0,13.0,11.0,16.0
122,19526.0,1.0,5.0,16.0
123,19527.0,8.0,11.0,16.0
124,19531.0,11.0,7.0,16.0
125,19532.0,9.0,13.0,16.0
126,19534.0,2.0,8.0,16.0
127,19537.0,0.0,16.0,16.0
128,19538.0,3.0,15.0,16.0
129,19540.0,5.0,13.0,16.0
130,19541.0,15.0,9.0,16.0
131,19542.0,7.0,15.0,16.0
132,19545.0,6.0,12.0,16.0
133,19546.0,12.0,12.0,16.0
134,19550.0,10.0,15.0,16.0
135,19560.0,14.0,19.0,16.0
136,19561.0,4.0,15.0,16.0
137,19567.0,13.0,11.0,16.0
138,19568.0,1.0,6.0,16.0
139,19571.0,8.0,12.0,16.0
140,19574.0,11.0,8.0,16.0
141,19582.0,9.0,15.0,16.0
142,19583.0,2.0,10.0,16.0
143,19585.0,0.0,17.0,16.0
144,19586.0,3.0,16.0,16.0
145,19588.0,5.0,12.0,16.0
146,19592.0,15.0,9.0,16.0
147,19598.0,7.0,16.0,16.0
148,19601.0,6.0,12.0,16.0
149,19607.0,12.0,10.0,16.0
150,19611.0,10.0,15.0,16.0
151,19616.0,14.0,16.0,16.0
152,19621.0,4.0,14.0,16.0
153,19624.0,13.0,12.0,16.0
154,19625.0,1.0,6.0,16.0
155,19632.0,8.0,12.0,16.0
156,19633.0,11.0,6.0,16.0
157,19634.0,9.0,13.0,16.0
158,19637.0,2.0,9.0,16.0
159,19644.0,0.0,16.0,16.0
160,19646.0,3.0,15.0,16.0
161,19647.0,5.0,14.0,16.0
162,19648.0,15.0,9.0,16.0
163,19652.0,7.0,14.0,16.0
164,19653.0,6.0,12.0,16.0
165,19654.0,12.0,11.0,16.0
166,19656.0,10.0,17.0,16.0
167,19658.0,14.0,18.0,16.0
168,19661.0,4.0,13.0,16.0
169,19663.0,13.0,12.0,16.0
170,19664.0,1.0,6.0,16.0
171,19667.0,8.0,12.0,16.0
172,19672.0,11.0,8.0,16.0
173,19673.0,9.0,14.0,16.0
174,19674.0,2.0,9.0,16.0
175,19677.0,0.0,19.0,16.0
176,19681.0,3.0,14.0,16.0
177,19683.0,5.0,13.0,16.0
178,19684.0,15.0,7.0,16.0
179,19685.0,7.0,15.0,16.0
180,19686.0,6.0,12.0,16.0
181,19687.0,12.0,10.0,16.0
182,19688.0,10.0,17.0,16.0
183,19689.0,14.0,18.0,16.0
184,19691.0,4.0,13.0,16.0
185,19692.0,13.0,12.0,16.0
186,19694.0,1.0,6.0,16.0
187,19703.0,8.0,12.0,16.0
188,19704.0,11.0,7.0,16.0
189,19716.0,9.0,13.0,16.0
190,19722.0,2.0,9.0,16.0
191,19724.0,0.0,17.0,16.0
192,19725.0,3.0,16.0,16.0
193,19730.0,5.0,14.0,16.0
194,19732.0,15.0,9.0,16.0
195,19737.0,7.0,15.0,16.0
196,19739.0,6.0,12.0,16.0
197,19741.0,12.0,11.0,16.0
198,19744.0,10.0,19.0,16.0
199,19749.0,14.0,18.0,16.0
200,19753.0,4.0,15.0,16.0
201,19754.0,13.0,12.0,16.0
202,19756.0,1.0,7.0,16.0
203,19757.0,8.0,12.0,16.0
204,19760.0,11.0,6.0,16.0
205,19763.0,9.0,13.0,16.0
206,19765.0,2.0,10.0,16.0
207,19766.0,0.0,17.0,16.0
208,19767.0,3.0,15.0,16.0
209,19769.0,5.0,13.0,16.0
210,19771.0,15.0,9.0,16.0
211,19773.0,7.0,15.0,16.0
212,19774.0,6.0,12.0,16.0
213,19778.0,12.0,10.0,16.0
214,19779.0,10.0,18.0,16.0
215,19782.0,14.0,17.0,16.0
216,19785.0,4.0,14.0,16.0
217,19788.0,13.0,11.0,16.0
218,19791.0,1.0,7.0,16.0
219,19794.0,8.0,12.0,16.0
220,19797.0,11.0,7.0,16.0
221,19800.0,9.0,12.0,16.0
222,19801.0,2.0,10.0,16.0
223,19803.0,0.0,18.0,16.0
224,19807.0,3.0,16.0,16.0
225,19810.0,5.0,15.0,16.0
226,19816.0,15.0,10.0,16.0
227,19818.0,7.0,15.0,16.0
228,19820.0,6.0,13.0,16.0
