,0,1,2
0,0.0,0.0,0.0
1,925.0,0.0,3.0
2,931.0,0.0,4.0
3,932.0,0.0,4.0
4,935.0,0.0,4.0
5,936.0,0.0,5.0
6,937.0,0.0,3.0
7,942.0,0.0,3.0
8,943.0,0.0,4.0
9,944.0,0.0,4.0
10,946.0,0.0,4.0
11,951.0,0.0,4.0
12,953.0,0.0,4.0
13,954.0,0.0,4.0
14,956.0,0.0,5.0
15,957.0,0.0,4.0
16,963.0,0.0,4.0
17,964.0,0.0,4.0
18,966.0,0.0,4.0
19,973.0,0.0,4.0
20,974.0,0.0,5.0
21,976.0,0.0,3.0
22,978.0,0.0,4.0
23,979.0,0.0,4.0
24,982.0,0.0,4.0
25,992.0,0.0,4.0
26,996.0,0.0,4.0
27,997.0,0.0,4.0
28,1001.0,0.0,4.0
29,1004.0,0.0,3.0
30,1007.0,0.0,3.0
31,1010.0,0.0,4.0
32,1011.0,0.0,4.0
33,1014.0,0.0,4.0
34,1015.0,0.0,4.0
35,1016.0,0.0,4.0
36,1019.0,0.0,4.0
37,1021.0,0.0,5.0
38,1028.0,0.0,5.0
39,1030.0,0.0,4.0
40,1035.0,0.0,4.0
41,1040.0,0.0,4.0
42,1042.0,0.0,4.0
43,1045.0,0.0,4.0
44,1053.0,0.0,3.0
45,1055.0,0.0,4.0
46,1056.0,0.0,4.0
47,1060.0,0.0,5.0
48,1061.0,0.0,4.0
49,1064.0,0.0,4.0
50,1066.0,0.0,4.0
51,1067.0,0.0,4.0
52,1069.0,0.0,4.0
53,1070.0,0.0,3.0
54,1074.0,0.0,3.0
55,1077.0,0.0,5.0
56,1078.0,0.0,4.0
57,1082.0,0.0,4.0
58,1083.0,0.0,4.0
59,1085.0,0.0,3.0
60,1087.0,0.0,4.0
61,1089.0,0.0,4.0
62,1090.0,0.0,4.0
63,1093.0,0.0,4.0
64,1097.0,0.0,3.0
65,1101.0,0.0,3.0
66,1104.0,0.0,4.0
67,1105.0,0.0,3.0
68,1112.0,0.0,5.0
69,1116.0,0.0,4.0
70,1119.0,0.0,3.0
71,1127.0,0.0,4.0
72,1129.0,0.0,4.0
73,1130.0,0.0,4.0
74,1133.0,0.0,3.0
75,1139.0,0.0,3.0
76,1140.0,0.0,4.0
77,1141.0,0.0,4.0
78,1142.0,0.0,4.0
79,1145.0,0.0,3.0
80,1148.0,0.0,5.0
81,1156.0,0.0,4.0
82,1158.0,0.0,4.0
83,1163.0,0.0,5.0
84,1165.0,0.0,4.0
85,1166.0,0.0,6.0
86,1173.0,0.0,3.0
87,1174.0,0.0,4.0
88,1175.0,0.0,4.0
89,1178.0,0.0,5.0
90,1184.0,0.0,3.0
91,1186.0,0.0,4.0
92,1189.0,0.0,4.0
93,1194.0,0.0,4.0
94,1199.0,0.0,4.0
95,1200.0,0.0,5.0
96,1202.0,0.0,5.0
97,1204.0,0.0,4.0
98,1211.0,0.0,4.0
99,1213.0,0.0,5.0
100,1214.0,0.0,4.0
