,0,1,2,3
0,770.0,2.0,5.0,4.0
1,771.0,2.0,6.0,4.0
2,773.0,2.0,5.0,4.0
3,774.0,2.0,5.0,4.0
4,778.0,2.0,6.0,4.0
5,785.0,0.0,5.0,4.0
6,786.0,0.0,4.0,4.0
7,787.0,0.0,4.0,4.0
8,790.0,0.0,5.0,4.0
9,792.0,0.0,5.0,4.0
10,793.0,3.0,5.0,4.0
11,794.0,3.0,5.0,4.0
12,795.0,3.0,4.0,4.0
13,804.0,3.0,4.0,4.0
14,806.0,3.0,5.0,4.0
15,812.0,1.0,2.0,4.0
16,813.0,1.0,1.0,4.0
17,816.0,1.0,2.0,4.0
18,819.0,1.0,1.0,4.0
19,821.0,1.0,0.0,4.0
20,826.0,2.0,5.0,4.0
21,829.0,0.0,5.0,4.0
22,831.0,3.0,6.0,4.0
23,837.0,1.0,1.0,4.0
24,838.0,2.0,4.0,3.0
25,840.0,0.0,4.0,3.0
26,842.0,3.0,4.0,3.0
27,844.0,2.0,6.0,3.0
28,845.0,0.0,5.0,3.0
29,863.0,3.0,5.0,3.0
30,866.0,2.0,6.0,3.0
31,869.0,0.0,4.0,3.0
32,872.0,3.0,5.0,3.0
33,873.0,2.0,5.0,3.0
34,878.0,0.0,4.0,3.0
35,881.0,3.0,4.0,3.0
36,883.0,2.0,5.0,3.0
37,886.0,0.0,4.0,3.0
38,891.0,3.0,4.0,3.0
39,893.0,2.0,6.0,3.0
40,895.0,0.0,4.0,3.0
41,900.0,3.0,4.0,3.0
42,909.0,2.0,6.0,3.0
43,910.0,0.0,4.0,3.0
44,913.0,3.0,3.0,3.0
45,922.0,2.0,4.0,3.0
46,938.0,0.0,5.0,3.0
47,947.0,3.0,5.0,3.0
48,948.0,2.0,6.0,3.0
49,955.0,0.0,4.0,3.0
50,959.0,3.0,5.0,3.0
51,961.0,2.0,6.0,3.0
52,969.0,0.0,4.0,3.0
53,977.0,3.0,5.0,3.0
54,981.0,2.0,5.0,3.0
55,983.0,0.0,5.0,3.0
56,984.0,3.0,5.0,3.0
57,985.0,2.0,5.0,3.0
58,986.0,0.0,4.0,3.0
59,988.0,3.0,5.0,3.0
60,989.0,2.0,6.0,3.0
61,994.0,0.0,5.0,3.0
62,998.0,3.0,4.0,3.0
63,1002.0,2.0,6.0,3.0
64,1005.0,0.0,4.0,3.0
65,1006.0,3.0,4.0,3.0
66,1008.0,2.0,5.0,3.0
67,1017.0,0.0,4.0,3.0
68,1018.0,3.0,4.0,3.0
69,1020.0,2.0,5.0,3.0
70,1022.0,0.0,3.0,3.0
71,1023.0,3.0,3.0,3.0
72,1029.0,2.0,5.0,3.0
73,1032.0,0.0,4.0,3.0
74,1037.0,3.0,4.0,3.0
75,1038.0,2.0,5.0,3.0
76,1041.0,0.0,4.0,3.0
77,1043.0,3.0,5.0,3.0
78,1047.0,2.0,6.0,3.0
79,1048.0,0.0,3.0,3.0
80,1049.0,3.0,4.0,3.0
81,1054.0,2.0,6.0,3.0
82,1058.0,0.0,4.0,3.0
83,1062.0,3.0,4.0,3.0
84,1063.0,2.0,6.0,3.0
85,1065.0,0.0,4.0,3.0
86,1068.0,3.0,4.0,3.0
87,1076.0,2.0,5.0,3.0
88,1080.0,0.0,4.0,3.0
89,1084.0,3.0,4.0,3.0
90,1088.0,2.0,5.0,2.0
91,1091.0,0.0,4.0,2.0
92,1092.0,2.0,6.0,2.0
93,1094.0,0.0,5.0,2.0
94,1095.0,2.0,5.0,2.0
95,1096.0,0.0,4.0,2.0
96,1098.0,2.0,5.0,2.0
97,1100.0,0.0,4.0,2.0
98,1102.0,2.0,6.0,2.0
99,1106.0,0.0,5.0,2.0
100,1108.0,2.0,5.0,2.0
101,1109.0,0.0,4.0,2.0
102,1111.0,2.0,5.0,2.0
103,1113.0,0.0,5.0,2.0
104,1115.0,2.0,5.0,2.0
105,1120.0,0.0,5.0,2.0
106,1121.0,2.0,5.0,2.0
107,1123.0,0.0,5.0,2.0
108,1124.0,2.0,7.0,2.0
109,1125.0,0.0,5.0,2.0
110,1126.0,2.0,5.0,2.0
111,1128.0,0.0,4.0,2.0
112,1132.0,2.0,5.0,2.0
113,1134.0,0.0,4.0,2.0
114,1136.0,2.0,5.0,2.0
115,1137.0,0.0,4.0,2.0
116,1143.0,2.0,5.0,2.0
117,1146.0,0.0,4.0,2.0
118,1147.0,2.0,5.0,2.0
119,1152.0,0.0,5.0,2.0
120,1153.0,2.0,4.0,1.0
121,1159.0,2.0,6.0,1.0
