,0,1,2,3,4,5
0,3.0,2.0,5.0,1.0,1.0,0.0
1,9.0,2.0,5.0,1.0,1.0,0.0
2,16.0,2.0,5.0,1.0,1.0,0.0
3,23.0,2.0,5.0,1.0,1.0,0.0
4,25.0,2.0,6.0,1.0,1.0,0.0
5,26.0,2.0,5.0,1.0,1.0,0.0
6,30.0,2.0,5.0,1.0,1.0,0.0
7,31.0,2.0,6.0,1.0,1.0,0.0
8,34.0,2.0,5.0,1.0,1.0,0.0
9,37.0,2.0,5.0,1.0,1.0,0.0
10,41.0,0.0,4.0,0.0,0.175,1.0
11,110.0,0.0,4.0,0.0,0.175,1.0
12,111.0,0.0,4.0,0.0,0.175,1.0
13,117.0,0.0,4.0,0.0,0.175,1.0
14,145.0,0.0,5.0,0.0,0.175,1.0
15,164.0,0.0,6.0,0.0,0.175,1.0
16,174.0,0.0,4.0,0.0,0.175,1.0
17,175.0,0.0,4.0,0.0,0.175,1.0
18,185.0,0.0,4.0,0.0,0.175,1.0
19,201.0,0.0,5.0,0.0,0.175,1.0
20,42.0,2.0,5.0,0.0,0.175,1.0
21,45.0,2.0,5.0,0.0,0.175,1.0
22,207.0,3.0,4.0,0.0,0.15000000000000002,2.0
23,232.0,3.0,4.0,0.0,0.15000000000000002,2.0
24,243.0,3.0,4.0,0.0,0.15000000000000002,2.0
25,246.0,3.0,4.0,0.0,0.15000000000000002,2.0
26,290.0,3.0,4.0,0.0,0.15000000000000002,2.0
27,330.0,3.0,4.0,0.0,0.15000000000000002,2.0
28,340.0,3.0,4.0,0.0,0.15000000000000002,2.0
29,380.0,3.0,4.0,0.0,0.15000000000000002,2.0
30,402.0,3.0,4.0,0.0,0.15000000000000002,2.0
31,417.0,3.0,4.0,0.0,0.15000000000000002,2.0
32,204.0,2.0,5.0,0.0,0.15000000000000002,2.0
33,209.0,2.0,6.0,0.0,0.15000000000000002,2.0
34,427.0,1.0,1.0,0.0,0.125,3.0
35,479.0,1.0,1.0,0.0,0.125,3.0
36,566.0,1.0,2.0,0.0,0.125,3.0
37,573.0,1.0,1.0,0.0,0.125,3.0
38,705.0,1.0,1.0,0.0,0.125,3.0
39,724.0,1.0,1.0,0.0,0.125,3.0
40,736.0,1.0,1.0,0.0,0.125,3.0
41,737.0,1.0,1.0,0.0,0.125,3.0
42,762.0,1.0,1.0,0.0,0.125,3.0
43,768.0,1.0,1.0,0.0,0.125,3.0
44,422.0,2.0,5.0,0.0,0.125,3.0
45,425.0,2.0,6.0,0.0,0.125,3.0
