,0,1,2,3
0,671.0,5.0,10.0,8.0
1,672.0,5.0,10.0,8.0
2,674.0,5.0,11.0,8.0
3,675.0,5.0,9.0,8.0
4,677.0,5.0,9.0,8.0
5,679.0,4.0,4.0,8.0
6,686.0,4.0,7.0,8.0
7,688.0,4.0,3.0,8.0
8,690.0,4.0,5.0,8.0
9,692.0,4.0,4.0,8.0
10,707.0,2.0,5.0,8.0
11,710.0,2.0,3.0,8.0
12,712.0,2.0,2.0,8.0
13,713.0,2.0,3.0,8.0
14,714.0,2.0,5.0,8.0
15,717.0,7.0,11.0,8.0
16,719.0,7.0,10.0,8.0
17,721.0,7.0,11.0,8.0
18,722.0,7.0,11.0,8.0
19,727.0,7.0,12.0,8.0
20,728.0,1.0,4.0,8.0
21,741.0,1.0,5.0,8.0
22,743.0,1.0,5.0,8.0
23,749.0,1.0,7.0,8.0
24,754.0,1.0,6.0,8.0
25,755.0,0.0,4.0,8.0
26,756.0,0.0,4.0,8.0
27,757.0,0.0,2.0,8.0
28,759.0,0.0,3.0,8.0
29,760.0,0.0,3.0,8.0
30,761.0,3.0,8.0,8.0
31,763.0,3.0,10.0,8.0
32,764.0,3.0,9.0,8.0
33,765.0,3.0,9.0,8.0
34,766.0,3.0,11.0,8.0
35,769.0,6.0,10.0,8.0
36,775.0,6.0,10.0,8.0
37,783.0,6.0,8.0,8.0
38,784.0,6.0,11.0,8.0
39,788.0,6.0,9.0,8.0
40,791.0,5.0,9.0,4.0
41,799.0,7.0,13.0,4.0
42,801.0,3.0,11.0,4.0
43,802.0,6.0,9.0,4.0
44,807.0,5.0,10.0,4.0
45,814.0,7.0,10.0,4.0
46,822.0,3.0,10.0,4.0
47,823.0,6.0,9.0,4.0
48,824.0,5.0,10.0,4.0
49,827.0,7.0,11.0,4.0
50,834.0,3.0,11.0,4.0
51,836.0,6.0,8.0,4.0
52,839.0,5.0,10.0,4.0
53,843.0,7.0,12.0,4.0
54,846.0,3.0,11.0,4.0
55,849.0,6.0,10.0,4.0
56,852.0,5.0,11.0,4.0
57,853.0,7.0,11.0,4.0
58,854.0,3.0,10.0,4.0
59,855.0,6.0,9.0,4.0
60,858.0,5.0,9.0,4.0
61,859.0,7.0,11.0,4.0
62,860.0,3.0,11.0,4.0
63,861.0,6.0,9.0,4.0
64,862.0,5.0,11.0,4.0
65,864.0,7.0,12.0,4.0
66,867.0,3.0,12.0,4.0
67,868.0,6.0,9.0,4.0
68,877.0,5.0,10.0,4.0
69,879.0,7.0,12.0,4.0
