,0,1,2
0,0.0,0.0,0.0
1,772.0,0.0,5.0
2,776.0,0.0,5.0
3,777.0,0.0,5.0
4,779.0,0.0,2.0
5,780.0,0.0,4.0
6,781.0,0.0,2.0
7,782.0,0.0,4.0
8,789.0,0.0,3.0
9,796.0,0.0,3.0
10,797.0,0.0,5.0
11,798.0,0.0,4.0
12,800.0,0.0,1.0
13,803.0,0.0,5.0
14,805.0,0.0,5.0
15,808.0,0.0,5.0
16,809.0,0.0,4.0
17,810.0,0.0,3.0
18,811.0,0.0,4.0
19,815.0,0.0,5.0
20,817.0,0.0,4.0
21,818.0,0.0,4.0
22,820.0,0.0,4.0
23,825.0,0.0,4.0
24,828.0,0.0,2.0
25,830.0,0.0,4.0
26,832.0,0.0,4.0
27,833.0,0.0,3.0
28,835.0,0.0,3.0
29,841.0,0.0,4.0
30,847.0,0.0,6.0
31,848.0,0.0,3.0
32,850.0,0.0,3.0
33,851.0,0.0,3.0
34,856.0,0.0,5.0
35,857.0,0.0,4.0
36,865.0,0.0,4.0
37,870.0,0.0,6.0
38,871.0,0.0,6.0
39,874.0,0.0,5.0
40,875.0,0.0,4.0
41,876.0,0.0,5.0
42,880.0,0.0,4.0
43,882.0,0.0,5.0
44,885.0,0.0,3.0
45,888.0,0.0,4.0
46,894.0,0.0,6.0
47,897.0,0.0,6.0
48,899.0,0.0,3.0
49,902.0,0.0,3.0
50,905.0,0.0,5.0
51,907.0,0.0,4.0
52,916.0,0.0,3.0
53,918.0,0.0,4.0
54,920.0,0.0,3.0
55,923.0,0.0,4.0
56,924.0,0.0,4.0
57,925.0,0.0,3.0
58,931.0,0.0,4.0
59,932.0,0.0,4.0
60,935.0,0.0,3.0
61,936.0,0.0,4.0
62,937.0,0.0,3.0
63,942.0,0.0,5.0
64,943.0,0.0,6.0
65,944.0,0.0,6.0
66,946.0,0.0,4.0
67,951.0,0.0,4.0
68,953.0,0.0,4.0
69,954.0,0.0,3.0
70,956.0,0.0,6.0
71,957.0,0.0,4.0
72,963.0,0.0,3.0
73,964.0,0.0,4.0
74,966.0,0.0,5.0
75,973.0,0.0,4.0
76,974.0,0.0,4.0
77,976.0,0.0,3.0
78,978.0,0.0,3.0
79,979.0,0.0,4.0
80,982.0,0.0,4.0
81,992.0,0.0,5.0
82,996.0,0.0,4.0
83,997.0,0.0,4.0
84,1001.0,0.0,6.0
85,1004.0,0.0,3.0
86,1007.0,0.0,2.0
87,1010.0,0.0,5.0
88,1011.0,0.0,6.0
89,1014.0,0.0,5.0
90,1015.0,0.0,6.0
91,1016.0,0.0,5.0
92,1019.0,0.0,5.0
93,1021.0,0.0,4.0
94,1028.0,0.0,6.0
95,1030.0,0.0,5.0
96,1035.0,0.0,4.0
97,1040.0,0.0,4.0
98,1042.0,0.0,5.0
99,1045.0,0.0,5.0
100,1053.0,0.0,3.0
101,1055.0,0.0,1.0
102,1056.0,0.0,5.0
103,1060.0,0.0,6.0
104,1061.0,0.0,5.0
105,1064.0,0.0,5.0
106,1066.0,0.0,5.0
107,1067.0,0.0,4.0
108,1069.0,0.0,5.0
109,1070.0,0.0,5.0
110,1074.0,0.0,2.0
111,1077.0,0.0,4.0
112,1078.0,0.0,4.0
113,1082.0,0.0,4.0
114,1083.0,0.0,4.0
115,1085.0,0.0,3.0
116,1087.0,0.0,4.0
117,1089.0,0.0,6.0
118,1090.0,0.0,3.0
119,1093.0,0.0,4.0
120,1097.0,0.0,3.0
121,1101.0,0.0,3.0
122,1104.0,0.0,5.0
123,1105.0,0.0,2.0
124,1112.0,0.0,6.0
125,1116.0,0.0,4.0
126,1119.0,0.0,3.0
127,1127.0,0.0,5.0
128,1129.0,0.0,6.0
129,1130.0,0.0,4.0
130,1133.0,0.0,3.0
131,1139.0,0.0,3.0
132,1140.0,0.0,5.0
133,1141.0,0.0,4.0
134,1142.0,0.0,4.0
135,1145.0,0.0,3.0
136,1148.0,0.0,7.0
137,1156.0,0.0,4.0
138,1158.0,0.0,5.0
139,1163.0,0.0,4.0
140,1165.0,0.0,4.0
141,1166.0,0.0,7.0
142,1173.0,0.0,4.0
143,1174.0,0.0,4.0
144,1175.0,0.0,5.0
145,1178.0,0.0,5.0
146,1184.0,0.0,2.0
147,1186.0,0.0,5.0
148,1189.0,0.0,5.0
149,1194.0,0.0,3.0
150,1199.0,0.0,4.0
151,1200.0,0.0,4.0
152,1202.0,0.0,4.0
153,1204.0,0.0,6.0
154,1211.0,0.0,4.0
155,1213.0,0.0,7.0
156,1214.0,0.0,4.0
157,1215.0,0.0,3.0
158,1217.0,0.0,4.0
159,1219.0,0.0,6.0
160,1220.0,0.0,3.0
161,1221.0,0.0,4.0
162,1222.0,0.0,4.0
163,1225.0,0.0,3.0
164,1226.0,0.0,5.0
165,1228.0,0.0,5.0
166,1233.0,0.0,5.0
167,1235.0,0.0,1.0
168,1239.0,0.0,5.0
169,1247.0,0.0,4.0
170,1248.0,0.0,3.0
171,1251.0,0.0,5.0
172,1257.0,0.0,5.0
173,1258.0,0.0,3.0
174,1259.0,0.0,4.0
175,1262.0,0.0,4.0
176,1263.0,0.0,2.0
177,1268.0,0.0,5.0
178,1270.0,0.0,5.0
179,1275.0,0.0,3.0
180,1276.0,0.0,5.0
181,1288.0,0.0,4.0
182,1290.0,0.0,3.0
183,1292.0,0.0,5.0
184,1293.0,0.0,3.0
185,1296.0,0.0,3.0
186,1297.0,0.0,4.0
187,1298.0,0.0,4.0
188,1303.0,0.0,5.0
189,1304.0,0.0,5.0
190,1311.0,0.0,4.0
191,1313.0,0.0,3.0
192,1318.0,0.0,3.0
193,1325.0,0.0,4.0
194,1326.0,0.0,4.0
195,1328.0,0.0,6.0
196,1329.0,0.0,3.0
197,1332.0,0.0,3.0
198,1336.0,0.0,1.0
199,1339.0,0.0,5.0
200,1342.0,0.0,4.0
201,1345.0,0.0,5.0
202,1347.0,0.0,5.0
203,1348.0,0.0,3.0
204,1353.0,0.0,4.0
205,1356.0,0.0,3.0
206,1359.0,0.0,4.0
207,1361.0,0.0,4.0
208,1364.0,0.0,4.0
209,1367.0,0.0,5.0
210,1368.0,0.0,5.0
211,1373.0,0.0,3.0
212,1375.0,0.0,4.0
213,1378.0,0.0,3.0
214,1381.0,0.0,3.0
215,1382.0,0.0,6.0
216,1385.0,0.0,4.0
217,1390.0,0.0,4.0
218,1391.0,0.0,4.0
219,1393.0,0.0,6.0
220,1395.0,0.0,3.0
221,1398.0,0.0,3.0
222,1406.0,0.0,4.0
223,1408.0,0.0,4.0
224,1412.0,0.0,3.0
225,1415.0,0.0,5.0
226,1419.0,0.0,3.0
227,1420.0,0.0,7.0
228,1421.0,0.0,3.0
229,1422.0,0.0,4.0
230,1424.0,0.0,4.0
231,1428.0,0.0,3.0
232,1431.0,0.0,5.0
233,1434.0,0.0,3.0
234,1441.0,0.0,5.0
235,1443.0,0.0,5.0
236,1453.0,0.0,4.0
237,1461.0,0.0,4.0
238,1465.0,0.0,3.0
239,1469.0,0.0,3.0
240,1471.0,0.0,6.0
241,1473.0,0.0,7.0
242,1474.0,0.0,5.0
243,1475.0,0.0,4.0
244,1476.0,0.0,4.0
245,1477.0,0.0,6.0
246,1478.0,0.0,4.0
247,1483.0,0.0,3.0
248,1484.0,0.0,4.0
249,1498.0,0.0,5.0
250,1500.0,0.0,4.0
251,1502.0,0.0,3.0
252,1503.0,0.0,5.0
253,1506.0,0.0,4.0
254,1507.0,0.0,4.0
255,1510.0,0.0,4.0
256,1513.0,0.0,5.0
257,1521.0,0.0,4.0
258,1523.0,0.0,5.0
259,1526.0,0.0,5.0
260,1534.0,0.0,4.0
261,1535.0,0.0,5.0
262,1536.0,0.0,4.0
263,1539.0,0.0,2.0
264,1543.0,0.0,4.0
265,1547.0,0.0,3.0
266,1548.0,0.0,4.0
267,1555.0,0.0,6.0
