,0,1,2,3,4,5
0,2.0,5.0,10.0,1.0,1.0,0.0
1,4.0,5.0,11.0,1.0,1.0,0.0
2,5.0,5.0,9.0,1.0,1.0,0.0
3,8.0,5.0,11.0,1.0,1.0,0.0
4,15.0,5.0,10.0,1.0,1.0,0.0
5,17.0,5.0,11.0,1.0,1.0,0.0
6,18.0,5.0,11.0,1.0,1.0,0.0
7,20.0,5.0,9.0,1.0,1.0,0.0
8,21.0,5.0,9.0,1.0,1.0,0.0
9,22.0,5.0,9.0,1.0,1.0,0.0
10,32.0,4.0,7.0,0.0,0.375,1.0
11,48.0,4.0,7.0,0.0,0.375,1.0
12,50.0,4.0,6.0,0.0,0.375,1.0
13,54.0,4.0,5.0,0.0,0.375,1.0
14,57.0,4.0,7.0,0.0,0.375,1.0
15,69.0,4.0,4.0,0.0,0.375,1.0
16,79.0,4.0,7.0,0.0,0.375,1.0
17,82.0,4.0,6.0,0.0,0.375,1.0
18,84.0,4.0,6.0,0.0,0.375,1.0
19,85.0,4.0,7.0,0.0,0.375,1.0
20,24.0,5.0,11.0,0.0,0.375,1.0
21,91.0,2.0,2.0,0.0,0.35,2.0
22,104.0,2.0,4.0,0.0,0.35,2.0
23,106.0,2.0,4.0,0.0,0.35,2.0
24,114.0,2.0,5.0,0.0,0.35,2.0
25,116.0,2.0,4.0,0.0,0.35,2.0
26,122.0,2.0,4.0,0.0,0.35,2.0
27,149.0,2.0,4.0,0.0,0.35,2.0
28,150.0,2.0,5.0,0.0,0.35,2.0
29,159.0,2.0,5.0,0.0,0.35,2.0
30,162.0,2.0,4.0,0.0,0.35,2.0
31,88.0,5.0,10.0,0.0,0.35,2.0
32,167.0,7.0,12.0,0.0,0.325,3.0
33,176.0,7.0,10.0,0.0,0.325,3.0
34,177.0,7.0,10.0,0.0,0.325,3.0
35,182.0,7.0,11.0,0.0,0.325,3.0
36,183.0,7.0,11.0,0.0,0.325,3.0
37,205.0,7.0,12.0,0.0,0.325,3.0
38,234.0,7.0,10.0,0.0,0.325,3.0
39,250.0,7.0,12.0,0.0,0.325,3.0
40,256.0,7.0,12.0,0.0,0.325,3.0
41,260.0,7.0,11.0,0.0,0.325,3.0
42,165.0,5.0,10.0,0.0,0.325,3.0
43,266.0,1.0,7.0,0.0,0.30000000000000004,4.0
44,288.0,1.0,6.0,0.0,0.30000000000000004,4.0
45,304.0,1.0,7.0,0.0,0.30000000000000004,4.0
46,309.0,1.0,6.0,0.0,0.30000000000000004,4.0
47,313.0,1.0,7.0,0.0,0.30000000000000004,4.0
48,325.0,1.0,6.0,0.0,0.30000000000000004,4.0
49,352.0,1.0,6.0,0.0,0.30000000000000004,4.0
50,354.0,1.0,8.0,0.0,0.30000000000000004,4.0
51,368.0,1.0,7.0,0.0,0.30000000000000004,4.0
52,370.0,1.0,5.0,0.0,0.30000000000000004,4.0
53,261.0,5.0,9.0,0.0,0.30000000000000004,4.0
54,394.0,0.0,3.0,0.0,0.27499999999999997,5.0
55,434.0,0.0,1.0,0.0,0.27499999999999997,5.0
56,444.0,0.0,2.0,0.0,0.27499999999999997,5.0
57,446.0,0.0,4.0,0.0,0.27499999999999997,5.0
58,450.0,0.0,3.0,0.0,0.27499999999999997,5.0
59,451.0,0.0,5.0,0.0,0.27499999999999997,5.0
60,455.0,0.0,4.0,0.0,0.27499999999999997,5.0
61,457.0,0.0,3.0,0.0,0.27499999999999997,5.0
62,458.0,0.0,3.0,0.0,0.27499999999999997,5.0
63,459.0,0.0,2.0,0.0,0.27499999999999997,5.0
64,373.0,5.0,11.0,0.0,0.27499999999999997,5.0
65,487.0,3.0,9.0,0.0,0.25,6.0
66,494.0,3.0,10.0,0.0,0.25,6.0
67,496.0,3.0,11.0,0.0,0.25,6.0
68,505.0,3.0,11.0,0.0,0.25,6.0
69,534.0,3.0,9.0,0.0,0.25,6.0
70,536.0,3.0,11.0,0.0,0.25,6.0
71,537.0,3.0,11.0,0.0,0.25,6.0
72,549.0,3.0,10.0,0.0,0.25,6.0
73,559.0,3.0,10.0,0.0,0.25,6.0
74,563.0,3.0,10.0,0.0,0.25,6.0
75,464.0,5.0,9.0,0.0,0.25,6.0
76,574.0,6.0,10.0,0.0,0.22499999999999998,7.0
77,588.0,6.0,10.0,0.0,0.22499999999999998,7.0
78,590.0,6.0,10.0,0.0,0.22499999999999998,7.0
79,598.0,6.0,9.0,0.0,0.22499999999999998,7.0
80,624.0,6.0,10.0,0.0,0.22499999999999998,7.0
81,633.0,6.0,10.0,0.0,0.22499999999999998,7.0
82,655.0,6.0,9.0,0.0,0.22499999999999998,7.0
83,659.0,6.0,10.0,0.0,0.22499999999999998,7.0
84,677.0,6.0,8.0,0.0,0.22499999999999998,7.0
85,707.0,6.0,10.0,0.0,0.22499999999999998,7.0
86,565.0,5.0,10.0,0.0,0.22499999999999998,7.0
