,0
0,sample_theta_store
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,10.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,8.19047619047619
14,4.285714285714286
15,0.0
16,0.0
17,0.0
18,0.0
19,3.1696428571428568
20,0.0
21,5.0625
22,3.1
23,0.0
24,0.0
25,0.0
26,0.0
27,2.458471760797342
28,0.0
29,3.5348837209302326
30,2.4679785330948123
31,0.0
32,5.9391771019677995
33,0.0
34,2.2839506172839514
35,1.7724867724867723
36,0.0
37,2.6296296296296293
38,2.0818402448032076
39,0.0
40,5.968660968660968
41,1.2377622377622386
42,2.8461538461538467
43,1.2417582417582416
44,0.0
45,1.9538461538461533
46,1.9731817175849002
47,0.0
48,4.727810650887573
49,0.9270334928229672
50,2.3026315789473686
51,0.9304511278195488
52,4.907894736842105
53,1.5394736842105259
54,1.5560106795134019
55,0.0
56,3.911943319838056
