,0,1,2
0,0.0,0.0,0.0
1,17966.0,0.0,3.0
2,17969.0,0.0,3.0
3,17976.0,0.0,3.0
4,17977.0,0.0,3.0
5,17979.0,0.0,3.0
6,17981.0,0.0,3.0
7,17986.0,0.0,2.0
8,17987.0,0.0,3.0
9,17988.0,0.0,3.0
10,17996.0,0.0,3.0
11,18001.0,0.0,3.0
12,18002.0,0.0,3.0
13,18007.0,0.0,3.0
14,18015.0,0.0,3.0
15,18016.0,0.0,3.0
16,18019.0,0.0,4.0
17,18022.0,0.0,4.0
18,18024.0,0.0,3.0
19,18025.0,0.0,3.0
20,18026.0,0.0,3.0
21,18029.0,0.0,3.0
22,18030.0,0.0,2.0
23,18035.0,0.0,3.0
24,18042.0,0.0,2.0
25,18046.0,0.0,3.0
26,18050.0,0.0,3.0
27,18054.0,0.0,2.0
28,18055.0,0.0,3.0
29,18059.0,0.0,3.0
30,18067.0,0.0,3.0
31,18068.0,0.0,3.0
32,18073.0,0.0,3.0
33,18074.0,0.0,3.0
34,18075.0,0.0,3.0
35,18076.0,0.0,3.0
36,18078.0,0.0,2.0
37,18080.0,0.0,3.0
38,18086.0,0.0,3.0
39,18089.0,0.0,3.0
40,18090.0,0.0,4.0
41,18095.0,0.0,3.0
42,18096.0,0.0,3.0
43,18098.0,0.0,3.0
44,18099.0,0.0,3.0
45,18101.0,0.0,3.0
46,18102.0,0.0,3.0
47,18104.0,0.0,3.0
48,18105.0,0.0,3.0
49,18107.0,0.0,4.0
50,18109.0,0.0,3.0
51,18116.0,0.0,3.0
52,18118.0,0.0,3.0
53,18132.0,0.0,3.0
54,18135.0,0.0,4.0
55,18139.0,0.0,4.0
56,18143.0,0.0,3.0
57,18144.0,0.0,3.0
58,18152.0,0.0,3.0
59,18153.0,0.0,3.0
60,18156.0,0.0,2.0
61,18158.0,0.0,3.0
62,18160.0,0.0,3.0
63,18167.0,0.0,3.0
64,18168.0,0.0,2.0
65,18170.0,0.0,3.0
66,18179.0,0.0,3.0
67,18181.0,0.0,3.0
68,18186.0,0.0,3.0
69,18187.0,0.0,3.0
70,18190.0,0.0,3.0
71,18193.0,0.0,3.0
72,18195.0,0.0,3.0
73,18200.0,0.0,3.0
74,18202.0,0.0,3.0
75,18203.0,0.0,3.0
76,18204.0,0.0,3.0
77,18206.0,0.0,3.0
78,18207.0,0.0,3.0
79,18208.0,0.0,3.0
80,18209.0,0.0,3.0
81,18213.0,0.0,3.0
82,18214.0,0.0,2.0
83,18216.0,0.0,3.0
84,18217.0,0.0,2.0
85,18218.0,0.0,4.0
86,18221.0,0.0,3.0
87,18222.0,0.0,2.0
88,18227.0,0.0,3.0
89,18228.0,0.0,3.0
90,18231.0,0.0,3.0
91,18232.0,0.0,3.0
92,18234.0,0.0,3.0
93,18237.0,0.0,3.0
94,18238.0,0.0,2.0
95,18241.0,0.0,3.0
96,18242.0,0.0,3.0
97,18246.0,0.0,3.0
98,18248.0,0.0,3.0
99,18251.0,0.0,3.0
100,18255.0,0.0,3.0
101,18256.0,0.0,2.0
102,18257.0,0.0,3.0
103,18258.0,0.0,4.0
104,18259.0,0.0,3.0
105,18261.0,0.0,3.0
106,18263.0,0.0,3.0
107,18266.0,0.0,3.0
108,18267.0,0.0,3.0
109,18271.0,0.0,3.0
110,18272.0,0.0,3.0
111,18282.0,0.0,3.0
112,18290.0,0.0,3.0
113,18294.0,0.0,3.0
114,18296.0,0.0,3.0
115,18299.0,0.0,3.0
116,18300.0,0.0,3.0
117,18301.0,0.0,3.0
118,18302.0,0.0,3.0
119,18309.0,0.0,4.0
120,18311.0,0.0,3.0
121,18318.0,0.0,2.0
122,18323.0,0.0,3.0
123,18324.0,0.0,4.0
124,18327.0,0.0,3.0
125,18329.0,0.0,2.0
126,18333.0,0.0,3.0
127,18334.0,0.0,3.0
128,18337.0,0.0,3.0
129,18341.0,0.0,3.0
130,18343.0,0.0,3.0
131,18344.0,0.0,4.0
132,18345.0,0.0,3.0
133,18354.0,0.0,3.0
134,18357.0,0.0,3.0
135,18358.0,0.0,3.0
136,18360.0,0.0,3.0
137,18363.0,0.0,3.0
138,18369.0,0.0,3.0
139,18375.0,0.0,3.0
140,18376.0,0.0,4.0
141,18377.0,0.0,3.0
142,18382.0,0.0,3.0
143,18385.0,0.0,3.0
144,18386.0,0.0,3.0
145,18390.0,0.0,2.0
146,18392.0,0.0,3.0
147,18394.0,0.0,4.0
148,18396.0,0.0,2.0
149,18399.0,0.0,3.0
150,18402.0,0.0,3.0
151,18406.0,0.0,3.0
152,18408.0,0.0,3.0
153,18412.0,0.0,3.0
154,18416.0,0.0,1.0
155,18417.0,0.0,3.0
156,18419.0,0.0,3.0
157,18420.0,0.0,3.0
158,18421.0,0.0,2.0
159,18437.0,0.0,3.0
160,18440.0,0.0,3.0
161,18442.0,0.0,3.0
162,18444.0,0.0,3.0
163,18447.0,0.0,4.0
164,18451.0,0.0,2.0
165,18452.0,0.0,4.0
166,18456.0,0.0,3.0
167,18461.0,0.0,4.0
168,18465.0,0.0,3.0
169,18467.0,0.0,3.0
170,18474.0,0.0,3.0
171,18479.0,0.0,2.0
172,18482.0,0.0,3.0
173,18484.0,0.0,3.0
174,18488.0,0.0,2.0
175,18492.0,0.0,2.0
176,18494.0,0.0,3.0
177,18497.0,0.0,4.0
178,18500.0,0.0,4.0
179,18508.0,0.0,3.0
180,18512.0,0.0,4.0
181,18515.0,0.0,3.0
182,18516.0,0.0,3.0
183,18517.0,0.0,3.0
184,18519.0,0.0,3.0
185,18521.0,0.0,2.0
186,18525.0,0.0,3.0
187,18529.0,0.0,3.0
188,18537.0,0.0,3.0
189,18538.0,0.0,3.0
190,18542.0,0.0,3.0
191,18543.0,0.0,3.0
192,18545.0,0.0,3.0
193,18549.0,0.0,3.0
194,18551.0,0.0,3.0
195,18552.0,0.0,3.0
196,18553.0,0.0,3.0
197,18556.0,0.0,2.0
198,18559.0,0.0,3.0
199,18560.0,0.0,3.0
200,18563.0,0.0,3.0
201,18569.0,0.0,2.0
202,18571.0,0.0,3.0
203,18579.0,0.0,4.0
204,18582.0,0.0,4.0
205,18589.0,0.0,3.0
206,18592.0,0.0,4.0
207,18594.0,0.0,4.0
208,18595.0,0.0,3.0
209,18599.0,0.0,3.0
210,18601.0,0.0,2.0
211,18602.0,0.0,3.0
212,18608.0,0.0,3.0
213,18610.0,0.0,3.0
214,18611.0,0.0,3.0
215,18612.0,0.0,3.0
216,18614.0,0.0,4.0
217,18621.0,0.0,3.0
218,18626.0,0.0,3.0
219,18627.0,0.0,3.0
220,18628.0,0.0,2.0
221,18630.0,0.0,3.0
222,18631.0,0.0,3.0
223,18632.0,0.0,3.0
224,18635.0,0.0,3.0
225,18637.0,0.0,3.0
