,0,1,2
0,0.0,0.0,0.0
1,15156.0,0.0,5.0
2,15157.0,0.0,4.0
3,15160.0,0.0,5.0
4,15169.0,0.0,4.0
5,15170.0,0.0,4.0
6,15172.0,0.0,4.0
7,15177.0,0.0,5.0
8,15178.0,0.0,3.0
9,15179.0,0.0,4.0
10,15181.0,0.0,4.0
11,15186.0,0.0,4.0
12,15187.0,0.0,4.0
13,15191.0,0.0,4.0
14,15192.0,0.0,5.0
15,15200.0,0.0,4.0
16,15201.0,0.0,4.0
17,15210.0,0.0,3.0
18,15211.0,0.0,4.0
19,15214.0,0.0,3.0
20,15215.0,0.0,5.0
21,15221.0,0.0,4.0
22,15222.0,0.0,5.0
23,15223.0,0.0,4.0
24,15225.0,0.0,4.0
25,15227.0,0.0,4.0
26,15231.0,0.0,4.0
27,15233.0,0.0,4.0
28,15234.0,0.0,4.0
29,15236.0,0.0,4.0
30,15237.0,0.0,4.0
31,15239.0,0.0,4.0
32,15246.0,0.0,5.0
33,15248.0,0.0,4.0
34,15251.0,0.0,4.0
35,15255.0,0.0,4.0
36,15266.0,0.0,4.0
37,15275.0,0.0,4.0
38,15281.0,0.0,4.0
39,15282.0,0.0,4.0
40,15284.0,0.0,4.0
41,15285.0,0.0,4.0
42,15291.0,0.0,4.0
43,15293.0,0.0,4.0
44,15294.0,0.0,4.0
45,15297.0,0.0,4.0
46,15303.0,0.0,4.0
47,15306.0,0.0,4.0
48,15307.0,0.0,4.0
49,15309.0,0.0,4.0
50,15314.0,0.0,4.0
51,15319.0,0.0,4.0
52,15321.0,0.0,4.0
53,15322.0,0.0,4.0
54,15323.0,0.0,4.0
55,15325.0,0.0,4.0
56,15327.0,0.0,4.0
57,15328.0,0.0,4.0
58,15329.0,0.0,4.0
59,15331.0,0.0,4.0
60,15332.0,0.0,4.0
61,15336.0,0.0,4.0
62,15338.0,0.0,4.0
63,15339.0,0.0,4.0
64,15343.0,0.0,4.0
65,15353.0,0.0,4.0
66,15357.0,0.0,4.0
67,15360.0,0.0,4.0
68,15363.0,0.0,4.0
69,15364.0,0.0,4.0
70,15368.0,0.0,4.0
71,15372.0,0.0,4.0
72,15375.0,0.0,4.0
73,15382.0,0.0,4.0
74,15387.0,0.0,4.0
75,15394.0,0.0,4.0
76,15396.0,0.0,4.0
77,15398.0,0.0,4.0
78,15399.0,0.0,4.0
79,15402.0,0.0,4.0
80,15406.0,0.0,4.0
81,15408.0,0.0,3.0
82,15409.0,0.0,4.0
83,15412.0,0.0,4.0
84,15415.0,0.0,4.0
85,15418.0,0.0,4.0
86,15423.0,0.0,4.0
87,15425.0,0.0,4.0
88,15426.0,0.0,4.0
89,15430.0,0.0,4.0
90,15433.0,0.0,4.0
91,15439.0,0.0,4.0
92,15440.0,0.0,4.0
93,15443.0,0.0,4.0
94,15444.0,0.0,4.0
95,15445.0,0.0,4.0
96,15450.0,0.0,4.0
97,15452.0,0.0,4.0
98,15454.0,0.0,4.0
99,15457.0,0.0,4.0
100,15460.0,0.0,4.0
101,15464.0,0.0,4.0
102,15465.0,0.0,4.0
103,15466.0,0.0,4.0
104,15467.0,0.0,4.0
105,15470.0,0.0,5.0
106,15472.0,0.0,4.0
107,15473.0,0.0,4.0
108,15476.0,0.0,4.0
109,15477.0,0.0,4.0
110,15478.0,0.0,4.0
111,15479.0,0.0,4.0
112,15486.0,0.0,3.0
113,15489.0,0.0,4.0
114,15496.0,0.0,4.0
115,15502.0,0.0,4.0
116,15503.0,0.0,4.0
117,15509.0,0.0,4.0
118,15511.0,0.0,5.0
119,15512.0,0.0,4.0
120,15517.0,0.0,5.0
121,15519.0,0.0,4.0
122,15525.0,0.0,4.0
123,15528.0,0.0,4.0
124,15530.0,0.0,5.0
125,15531.0,0.0,5.0
126,15536.0,0.0,3.0
127,15537.0,0.0,3.0
128,15539.0,0.0,4.0
129,15540.0,0.0,3.0
130,15542.0,0.0,4.0
131,15544.0,0.0,4.0
132,15545.0,0.0,4.0
133,15548.0,0.0,4.0
134,15555.0,0.0,4.0
135,15558.0,0.0,5.0
136,15565.0,0.0,4.0
137,15568.0,0.0,3.0
138,15569.0,0.0,4.0
139,15571.0,0.0,4.0
140,15576.0,0.0,4.0
141,15582.0,0.0,4.0
142,15583.0,0.0,4.0
143,15587.0,0.0,4.0
144,15594.0,0.0,4.0
145,15596.0,0.0,4.0
146,15599.0,0.0,4.0
147,15601.0,0.0,4.0
148,15606.0,0.0,4.0
149,15612.0,0.0,4.0
150,15613.0,0.0,5.0
151,15614.0,0.0,4.0
152,15616.0,0.0,4.0
153,15619.0,0.0,4.0
154,15620.0,0.0,4.0
155,15623.0,0.0,4.0
156,15626.0,0.0,4.0
157,15629.0,0.0,4.0
158,15642.0,0.0,4.0
159,15643.0,0.0,4.0
160,15644.0,0.0,4.0
161,15647.0,0.0,4.0
162,15651.0,0.0,4.0
163,15652.0,0.0,4.0
164,15662.0,0.0,4.0
165,15664.0,0.0,4.0
166,15667.0,0.0,4.0
167,15669.0,0.0,5.0
168,15672.0,0.0,4.0
169,15676.0,0.0,4.0
170,15677.0,0.0,4.0
171,15681.0,0.0,4.0
172,15682.0,0.0,4.0
173,15683.0,0.0,4.0
174,15685.0,0.0,4.0
175,15687.0,0.0,5.0
176,15689.0,0.0,4.0
177,15691.0,0.0,4.0
178,15692.0,0.0,4.0
179,15695.0,0.0,4.0
180,15697.0,0.0,4.0
181,15698.0,0.0,4.0
182,15699.0,0.0,4.0
183,15700.0,0.0,3.0
184,15710.0,0.0,4.0
185,15712.0,0.0,5.0
186,15718.0,0.0,4.0
187,15719.0,0.0,4.0
188,15726.0,0.0,4.0
189,15727.0,0.0,4.0
190,15729.0,0.0,4.0
191,15735.0,0.0,4.0
192,15736.0,0.0,4.0
193,15741.0,0.0,4.0
194,15742.0,0.0,4.0
195,15747.0,0.0,4.0
196,15757.0,0.0,4.0
197,15759.0,0.0,4.0
198,15760.0,0.0,4.0
199,15761.0,0.0,4.0
200,15766.0,0.0,4.0
201,15767.0,0.0,4.0
202,15769.0,0.0,3.0
203,15772.0,0.0,4.0
204,15774.0,0.0,4.0
205,15789.0,0.0,4.0
206,15790.0,0.0,4.0
207,15796.0,0.0,4.0
208,15798.0,0.0,4.0
209,15799.0,0.0,4.0
210,15800.0,0.0,4.0
211,15804.0,0.0,4.0
212,15806.0,0.0,4.0
213,15811.0,0.0,5.0
214,15812.0,0.0,4.0
215,15813.0,0.0,5.0
216,15815.0,0.0,3.0
217,15818.0,0.0,4.0
218,15819.0,0.0,4.0
219,15821.0,0.0,5.0
220,15823.0,0.0,4.0
221,15826.0,0.0,4.0
222,15830.0,0.0,4.0
223,15835.0,0.0,5.0
224,15836.0,0.0,4.0
225,15844.0,0.0,5.0
226,15845.0,0.0,5.0
227,15848.0,0.0,4.0
228,15849.0,0.0,4.0
229,15851.0,0.0,4.0
230,15853.0,0.0,4.0
231,15854.0,0.0,4.0
232,15859.0,0.0,4.0
233,15860.0,0.0,4.0
234,15865.0,0.0,4.0
235,15866.0,0.0,4.0
236,15869.0,0.0,4.0
237,15870.0,0.0,4.0
238,15872.0,0.0,4.0
239,15873.0,0.0,3.0
240,15874.0,0.0,4.0
241,15876.0,0.0,4.0
242,15880.0,0.0,4.0
243,15881.0,0.0,4.0
244,15882.0,0.0,4.0
245,15888.0,0.0,4.0
246,15892.0,0.0,4.0
247,15893.0,0.0,5.0
248,15894.0,0.0,4.0
249,15895.0,0.0,4.0
250,15901.0,0.0,4.0
251,15902.0,0.0,4.0
252,15903.0,0.0,3.0
253,15905.0,0.0,4.0
254,15907.0,0.0,4.0
255,15917.0,0.0,4.0
256,15918.0,0.0,4.0
257,15919.0,0.0,4.0
258,15922.0,0.0,3.0
259,15924.0,0.0,4.0
260,15925.0,0.0,4.0
261,15928.0,0.0,4.0
262,15934.0,0.0,4.0
263,15936.0,0.0,4.0
264,15937.0,0.0,3.0
265,15941.0,0.0,4.0
266,15945.0,0.0,4.0
267,15946.0,0.0,4.0
268,15955.0,0.0,4.0
269,15956.0,0.0,4.0
270,15962.0,0.0,4.0
271,15968.0,0.0,4.0
272,15971.0,0.0,4.0
273,15977.0,0.0,4.0
274,15979.0,0.0,4.0
275,15980.0,0.0,4.0
276,15981.0,0.0,4.0
277,15987.0,0.0,4.0
