,0,1,2,3
0,15785.0,2.0,5.0,4.0
1,15786.0,2.0,5.0,4.0
2,15787.0,2.0,5.0,4.0
3,15792.0,2.0,6.0,4.0
4,15793.0,2.0,5.0,4.0
5,15794.0,1.0,3.0,4.0
6,15795.0,1.0,3.0,4.0
7,15797.0,1.0,2.0,4.0
8,15802.0,1.0,2.0,4.0
9,15805.0,1.0,2.0,4.0
10,15808.0,0.0,4.0,4.0
11,15809.0,0.0,5.0,4.0
12,15810.0,0.0,4.0,4.0
13,15816.0,0.0,5.0,4.0
14,15820.0,0.0,3.0,4.0
15,15822.0,3.0,1.0,4.0
16,15825.0,3.0,1.0,4.0
17,15829.0,3.0,1.0,4.0
18,15832.0,3.0,1.0,4.0
19,15834.0,3.0,1.0,4.0
20,15840.0,2.0,5.0,4.0
21,15841.0,1.0,2.0,4.0
22,15843.0,0.0,4.0,4.0
23,15846.0,3.0,1.0,4.0
24,15855.0,2.0,5.0,4.0
25,15857.0,1.0,2.0,4.0
26,15861.0,0.0,3.0,4.0
27,15862.0,3.0,1.0,4.0
28,15864.0,2.0,5.0,4.0
29,15867.0,1.0,2.0,4.0
30,15871.0,0.0,4.0,4.0
31,15875.0,3.0,1.0,4.0
32,15879.0,2.0,5.0,4.0
33,15883.0,1.0,2.0,4.0
34,15886.0,0.0,3.0,4.0
35,15889.0,3.0,1.0,4.0
36,15890.0,2.0,5.0,4.0
37,15898.0,1.0,2.0,4.0
38,15899.0,0.0,4.0,4.0
39,15900.0,3.0,1.0,4.0
40,15909.0,2.0,5.0,4.0
41,15910.0,1.0,2.0,4.0
42,15912.0,0.0,4.0,4.0
43,15914.0,3.0,1.0,4.0
44,15915.0,2.0,5.0,4.0
45,15921.0,1.0,2.0,4.0
46,15923.0,0.0,4.0,4.0
47,15926.0,3.0,1.0,4.0
48,15927.0,2.0,5.0,4.0
49,15930.0,1.0,2.0,4.0
50,15931.0,0.0,4.0,4.0
51,15932.0,3.0,1.0,4.0
52,15933.0,2.0,5.0,4.0
53,15935.0,1.0,2.0,4.0
54,15939.0,0.0,4.0,4.0
55,15942.0,3.0,1.0,4.0
56,15944.0,2.0,5.0,4.0
57,15948.0,1.0,2.0,4.0
58,15949.0,0.0,5.0,4.0
59,15950.0,3.0,0.0,4.0
60,15951.0,2.0,5.0,4.0
61,15952.0,1.0,2.0,4.0
62,15954.0,0.0,4.0,4.0
63,15957.0,3.0,1.0,4.0
64,15958.0,2.0,5.0,4.0
65,15960.0,1.0,2.0,4.0
66,15964.0,0.0,5.0,4.0
67,15970.0,3.0,2.0,4.0
68,15972.0,2.0,5.0,2.0
69,15973.0,0.0,4.0,2.0
70,15974.0,2.0,5.0,2.0
71,15978.0,0.0,4.0,2.0
72,15982.0,2.0,5.0,2.0
73,15984.0,0.0,4.0,2.0
74,15986.0,2.0,5.0,2.0
75,15990.0,0.0,5.0,2.0
76,15996.0,2.0,5.0,2.0
77,16000.0,0.0,5.0,2.0
78,16001.0,2.0,5.0,2.0
79,16006.0,0.0,4.0,2.0
80,16012.0,2.0,5.0,2.0
81,16014.0,0.0,4.0,2.0
82,16015.0,2.0,5.0,2.0
83,16017.0,0.0,4.0,2.0
84,16018.0,2.0,5.0,2.0
85,16019.0,0.0,4.0,2.0
86,16021.0,2.0,4.0,2.0
87,16028.0,0.0,4.0,2.0
88,16029.0,2.0,5.0,2.0
89,16038.0,0.0,3.0,2.0
90,16046.0,2.0,4.0,2.0
91,16049.0,0.0,4.0,2.0
92,16050.0,2.0,5.0,2.0
93,16053.0,0.0,3.0,2.0
94,16054.0,2.0,5.0,2.0
95,16058.0,0.0,4.0,2.0
96,16059.0,2.0,5.0,2.0
97,16061.0,0.0,4.0,2.0
98,16063.0,2.0,4.0,2.0
99,16064.0,0.0,4.0,2.0
100,16072.0,2.0,5.0,2.0
101,16073.0,0.0,4.0,2.0
102,16078.0,2.0,5.0,2.0
103,16081.0,0.0,3.0,2.0
104,16083.0,2.0,5.0,2.0
105,16084.0,0.0,4.0,2.0
106,16085.0,2.0,5.0,2.0
107,16092.0,0.0,4.0,2.0
108,16093.0,2.0,5.0,2.0
109,16094.0,0.0,4.0,2.0
110,16095.0,2.0,5.0,2.0
111,16106.0,0.0,3.0,2.0
112,16110.0,2.0,5.0,2.0
113,16116.0,0.0,5.0,2.0
114,16120.0,2.0,5.0,2.0
115,16121.0,0.0,4.0,2.0
116,16123.0,2.0,5.0,2.0
117,16126.0,0.0,4.0,2.0
118,16127.0,2.0,5.0,2.0
119,16129.0,0.0,4.0,2.0
120,16134.0,2.0,4.0,1.0
121,16136.0,2.0,5.0,1.0
